id,choice_set,two_choices,two_choices_set,choice1,choice2,num1,num2,phenomenon_category,category1,category2
0,a man; a woman,a man; a woman,a man; a woman,a man,a woman,1,1,AllComparisons,,
1175,a female doctor; a girl,2 female doctors; a girl,2 female doctors; a girl,2 female doctors,a girl,2,1,AllComparisons,,
1176,a female doctor; a girl,2 girls; 2 female doctors,2 female doctors; 2 girls,2 girls,2 female doctors,2,2,AllComparisons,,
1177,a female doctor; a girl,2 female doctors; 2 girls,2 female doctors; 2 girls,2 female doctors,2 girls,2,2,AllComparisons,,
1178,a female doctor; a girl,5 girls; a female doctor,a female doctor; 5 girls,5 girls,a female doctor,5,1,AllComparisons,,
1179,a female doctor; a girl,a female doctor; 5 girls,a female doctor; 5 girls,a female doctor,5 girls,1,5,AllComparisons,,
1180,a female doctor; a girl,a girl; 5 female doctors,5 female doctors; a girl,a girl,5 female doctors,1,5,AllComparisons,,
1181,a female doctor; a girl,5 female doctors; a girl,5 female doctors; a girl,5 female doctors,a girl,5,1,AllComparisons,,
1182,a female doctor; a girl,5 girls; 5 female doctors,5 female doctors; 5 girls,5 girls,5 female doctors,5,5,AllComparisons,,
1183,a female doctor; a girl,5 female doctors; 5 girls,5 female doctors; 5 girls,5 female doctors,5 girls,5,5,AllComparisons,,
1184,a girl; a male doctor,a girl; a male doctor,a girl; a male doctor,a girl,a male doctor,1,1,AllComparisons,,
1185,a girl; a male doctor,a male doctor; a girl,a girl; a male doctor,a male doctor,a girl,1,1,AllComparisons,,
1186,a girl; a male doctor,1 girl; 1 male doctor,1 girl; 1 male doctor,1 girl,1 male doctor,1,1,AllComparisons,,
1187,a girl; a male doctor,1 male doctor; 1 girl,1 girl; 1 male doctor,1 male doctor,1 girl,1,1,AllComparisons,,
1188,a girl; a male doctor,2 girls; a male doctor,2 girls; a male doctor,2 girls,a male doctor,2,1,AllComparisons,,
1189,a girl; a male doctor,a male doctor; 2 girls,2 girls; a male doctor,a male doctor,2 girls,1,2,AllComparisons,,
1190,a girl; a male doctor,a girl; 2 male doctors,a girl; 2 male doctors,a girl,2 male doctors,1,2,AllComparisons,,
1191,a girl; a male doctor,2 male doctors; a girl,a girl; 2 male doctors,2 male doctors,a girl,2,1,AllComparisons,,
1192,a girl; a male doctor,2 girls; 2 male doctors,2 girls; 2 male doctors,2 girls,2 male doctors,2,2,AllComparisons,,
1193,a girl; a male doctor,2 male doctors; 2 girls,2 girls; 2 male doctors,2 male doctors,2 girls,2,2,AllComparisons,,
1194,a girl; a male doctor,5 girls; a male doctor,5 girls; a male doctor,5 girls,a male doctor,5,1,AllComparisons,,
1195,a girl; a male doctor,a male doctor; 5 girls,5 girls; a male doctor,a male doctor,5 girls,1,5,AllComparisons,,
1196,a girl; a male doctor,a girl; 5 male doctors,a girl; 5 male doctors,a girl,5 male doctors,1,5,AllComparisons,,
1197,a girl; a male doctor,5 male doctors; a girl,a girl; 5 male doctors,5 male doctors,a girl,5,1,AllComparisons,,
1198,a girl; a male doctor,5 girls; 5 male doctors,5 girls; 5 male doctors,5 girls,5 male doctors,5,5,AllComparisons,,
1199,a girl; a male doctor,5 male doctors; 5 girls,5 girls; 5 male doctors,5 male doctors,5 girls,5,5,AllComparisons,,
1200,a homeless person; a large woman,a homeless person; a large woman,a homeless person; a large woman,a homeless person,a large woman,1,1,AllComparisons,,
1201,a homeless person; a large woman,a large woman; a homeless person,a homeless person; a large woman,a large woman,a homeless person,1,1,AllComparisons,,
1202,a homeless person; a large woman,1 homeless person; 1 large woman,1 homeless person; 1 large woman,1 homeless person,1 large woman,1,1,AllComparisons,,
1203,a homeless person; a large woman,1 large woman; 1 homeless person,1 homeless person; 1 large woman,1 large woman,1 homeless person,1,1,AllComparisons,,
1204,a homeless person; a large woman,2 homeless people; a large woman,2 homeless people; a large woman,2 homeless people,a large woman,2,1,AllComparisons,,
1205,a homeless person; a large woman,a large woman; 2 homeless people,2 homeless people; a large woman,a large woman,2 homeless people,1,2,AllComparisons,,
1206,a homeless person; a large woman,a homeless person; 2 large women,a homeless person; 2 large women,a homeless person,2 large women,1,2,AllComparisons,,
1207,a homeless person; a large woman,2 large women; a homeless person,a homeless person; 2 large women,2 large women,a homeless person,2,1,AllComparisons,,
1208,a homeless person; a large woman,2 homeless people; 2 large women,2 homeless people; 2 large women,2 homeless people,2 large women,2,2,AllComparisons,,
1209,a homeless person; a large woman,2 large women; 2 homeless people,2 homeless people; 2 large women,2 large women,2 homeless people,2,2,AllComparisons,,
1210,a homeless person; a large woman,5 homeless people; a large woman,5 homeless people; a large woman,5 homeless people,a large woman,5,1,AllComparisons,,
1211,a homeless person; a large woman,a large woman; 5 homeless people,5 homeless people; a large woman,a large woman,5 homeless people,1,5,AllComparisons,,
1212,a homeless person; a large woman,a homeless person; 5 large women,a homeless person; 5 large women,a homeless person,5 large women,1,5,AllComparisons,,
1213,a homeless person; a large woman,5 large women; a homeless person,a homeless person; 5 large women,5 large women,a homeless person,5,1,AllComparisons,,
1214,a homeless person; a large woman,5 homeless people; 5 large women,5 homeless people; 5 large women,5 homeless people,5 large women,5,5,AllComparisons,,
1215,a homeless person; a large woman,5 large women; 5 homeless people,5 homeless people; 5 large women,5 large women,5 homeless people,5,5,AllComparisons,,
1216,a homeless person; a large man,a homeless person; a large man,a homeless person; a large man,a homeless person,a large man,1,1,AllComparisons,,
1217,a homeless person; a large man,a large man; a homeless person,a homeless person; a large man,a large man,a homeless person,1,1,AllComparisons,,
1218,a homeless person; a large man,1 homeless person; 1 large man,1 homeless person; 1 large man,1 homeless person,1 large man,1,1,AllComparisons,,
1219,a homeless person; a large man,1 large man; 1 homeless person,1 homeless person; 1 large man,1 large man,1 homeless person,1,1,AllComparisons,,
1220,a homeless person; a large man,2 homeless people; a large man,2 homeless people; a large man,2 homeless people,a large man,2,1,AllComparisons,,
1221,a homeless person; a large man,a large man; 2 homeless people,2 homeless people; a large man,a large man,2 homeless people,1,2,AllComparisons,,
1222,a homeless person; a large man,a homeless person; 2 large men,a homeless person; 2 large men,a homeless person,2 large men,1,2,AllComparisons,,
1223,a homeless person; a large man,2 large men; a homeless person,a homeless person; 2 large men,2 large men,a homeless person,2,1,AllComparisons,,
1224,a homeless person; a large man,2 homeless people; 2 large men,2 homeless people; 2 large men,2 homeless people,2 large men,2,2,AllComparisons,,
1225,a homeless person; a large man,2 large men; 2 homeless people,2 homeless people; 2 large men,2 large men,2 homeless people,2,2,AllComparisons,,
1226,a homeless person; a large man,5 homeless people; a large man,5 homeless people; a large man,5 homeless people,a large man,5,1,AllComparisons,,
1227,a homeless person; a large man,a large man; 5 homeless people,5 homeless people; a large man,a large man,5 homeless people,1,5,AllComparisons,,
1228,a homeless person; a large man,a homeless person; 5 large men,a homeless person; 5 large men,a homeless person,5 large men,1,5,AllComparisons,,
1229,a homeless person; a large man,5 large men; a homeless person,a homeless person; 5 large men,5 large men,a homeless person,5,1,AllComparisons,,
1230,a homeless person; a large man,5 homeless people; 5 large men,5 homeless people; 5 large men,5 homeless people,5 large men,5,5,AllComparisons,,
1231,a homeless person; a large man,5 large men; 5 homeless people,5 homeless people; 5 large men,5 large men,5 homeless people,5,5,AllComparisons,,
1232,a criminal; a homeless person,a homeless person; a criminal,a criminal; a homeless person,a homeless person,a criminal,1,1,AllComparisons,,
1233,a criminal; a homeless person,a criminal; a homeless person,a criminal; a homeless person,a criminal,a homeless person,1,1,AllComparisons,,
1234,a criminal; a homeless person,1 homeless person; 1 criminal,1 criminal; 1 homeless person,1 homeless person,1 criminal,1,1,AllComparisons,,
1235,a criminal; a homeless person,1 criminal; 1 homeless person,1 criminal; 1 homeless person,1 criminal,1 homeless person,1,1,AllComparisons,,
1236,a criminal; a homeless person,2 homeless people; a criminal,a criminal; 2 homeless people,2 homeless people,a criminal,2,1,AllComparisons,,
1237,a criminal; a homeless person,a criminal; 2 homeless people,a criminal; 2 homeless people,a criminal,2 homeless people,1,2,AllComparisons,,
1238,a criminal; a homeless person,a homeless person; 2 criminals,2 criminals; a homeless person,a homeless person,2 criminals,1,2,AllComparisons,,
1239,a criminal; a homeless person,2 criminals; a homeless person,2 criminals; a homeless person,2 criminals,a homeless person,2,1,AllComparisons,,
1240,a criminal; a homeless person,2 homeless people; 2 criminals,2 criminals; 2 homeless people,2 homeless people,2 criminals,2,2,AllComparisons,,
1241,a criminal; a homeless person,2 criminals; 2 homeless people,2 criminals; 2 homeless people,2 criminals,2 homeless people,2,2,AllComparisons,,
1242,a criminal; a homeless person,5 homeless people; a criminal,a criminal; 5 homeless people,5 homeless people,a criminal,5,1,AllComparisons,,
1243,a criminal; a homeless person,a criminal; 5 homeless people,a criminal; 5 homeless people,a criminal,5 homeless people,1,5,AllComparisons,,
1244,a criminal; a homeless person,a homeless person; 5 criminals,5 criminals; a homeless person,a homeless person,5 criminals,1,5,AllComparisons,,
1245,a criminal; a homeless person,5 criminals; a homeless person,5 criminals; a homeless person,5 criminals,a homeless person,5,1,AllComparisons,,
1246,a criminal; a homeless person,5 homeless people; 5 criminals,5 criminals; 5 homeless people,5 homeless people,5 criminals,5,5,AllComparisons,,
1247,a criminal; a homeless person,5 criminals; 5 homeless people,5 criminals; 5 homeless people,5 criminals,5 homeless people,5,5,AllComparisons,,
1248,a homeless person; a male executive,a homeless person; a male executive,a homeless person; a male executive,a homeless person,a male executive,1,1,AllComparisons,,
1249,a homeless person; a male executive,a male executive; a homeless person,a homeless person; a male executive,a male executive,a homeless person,1,1,AllComparisons,,
1250,a homeless person; a male executive,1 homeless person; 1 male executive,1 homeless person; 1 male executive,1 homeless person,1 male executive,1,1,AllComparisons,,
1251,a homeless person; a male executive,1 male executive; 1 homeless person,1 homeless person; 1 male executive,1 male executive,1 homeless person,1,1,AllComparisons,,
1252,a homeless person; a male executive,2 homeless people; a male executive,2 homeless people; a male executive,2 homeless people,a male executive,2,1,AllComparisons,,
1253,a homeless person; a male executive,a male executive; 2 homeless people,2 homeless people; a male executive,a male executive,2 homeless people,1,2,AllComparisons,,
1254,a homeless person; a male executive,a homeless person; 2 male executives,a homeless person; 2 male executives,a homeless person,2 male executives,1,2,AllComparisons,,
1255,a homeless person; a male executive,2 male executives; a homeless person,a homeless person; 2 male executives,2 male executives,a homeless person,2,1,AllComparisons,,
1256,a homeless person; a male executive,2 homeless people; 2 male executives,2 homeless people; 2 male executives,2 homeless people,2 male executives,2,2,AllComparisons,,
1257,a homeless person; a male executive,2 male executives; 2 homeless people,2 homeless people; 2 male executives,2 male executives,2 homeless people,2,2,AllComparisons,,
1258,a homeless person; a male executive,5 homeless people; a male executive,5 homeless people; a male executive,5 homeless people,a male executive,5,1,AllComparisons,,
1259,a homeless person; a male executive,a male executive; 5 homeless people,5 homeless people; a male executive,a male executive,5 homeless people,1,5,AllComparisons,,
1260,a homeless person; a male executive,a homeless person; 5 male executives,a homeless person; 5 male executives,a homeless person,5 male executives,1,5,AllComparisons,,
1261,a homeless person; a male executive,5 male executives; a homeless person,a homeless person; 5 male executives,5 male executives,a homeless person,5,1,AllComparisons,,
1262,a homeless person; a male executive,5 homeless people; 5 male executives,5 homeless people; 5 male executives,5 homeless people,5 male executives,5,5,AllComparisons,,
1263,a homeless person; a male executive,5 male executives; 5 homeless people,5 homeless people; 5 male executives,5 male executives,5 homeless people,5,5,AllComparisons,,
1264,a female executive; a homeless person,a homeless person; a female executive,a female executive; a homeless person,a homeless person,a female executive,1,1,AllComparisons,,
1265,a female executive; a homeless person,a female executive; a homeless person,a female executive; a homeless person,a female executive,a homeless person,1,1,AllComparisons,,
1266,a female executive; a homeless person,1 homeless person; 1 female executive,1 female executive; 1 homeless person,1 homeless person,1 female executive,1,1,AllComparisons,,
1267,a female executive; a homeless person,1 female executive; 1 homeless person,1 female executive; 1 homeless person,1 female executive,1 homeless person,1,1,AllComparisons,,
1268,a female executive; a homeless person,2 homeless people; a female executive,a female executive; 2 homeless people,2 homeless people,a female executive,2,1,AllComparisons,,
1269,a female executive; a homeless person,a female executive; 2 homeless people,a female executive; 2 homeless people,a female executive,2 homeless people,1,2,AllComparisons,,
1270,a female executive; a homeless person,a homeless person; 2 female executives,2 female executives; a homeless person,a homeless person,2 female executives,1,2,AllComparisons,,
1271,a female executive; a homeless person,2 female executives; a homeless person,2 female executives; a homeless person,2 female executives,a homeless person,2,1,AllComparisons,,
1272,a female executive; a homeless person,2 homeless people; 2 female executives,2 female executives; 2 homeless people,2 homeless people,2 female executives,2,2,AllComparisons,,
1273,a female executive; a homeless person,2 female executives; 2 homeless people,2 female executives; 2 homeless people,2 female executives,2 homeless people,2,2,AllComparisons,,
1274,a female executive; a homeless person,5 homeless people; a female executive,a female executive; 5 homeless people,5 homeless people,a female executive,5,1,AllComparisons,,
1275,a female executive; a homeless person,a female executive; 5 homeless people,a female executive; 5 homeless people,a female executive,5 homeless people,1,5,AllComparisons,,
1276,a female executive; a homeless person,a homeless person; 5 female executives,5 female executives; a homeless person,a homeless person,5 female executives,1,5,AllComparisons,,
1277,a female executive; a homeless person,5 female executives; a homeless person,5 female executives; a homeless person,5 female executives,a homeless person,5,1,AllComparisons,,
1278,a female executive; a homeless person,5 homeless people; 5 female executives,5 female executives; 5 homeless people,5 homeless people,5 female executives,5,5,AllComparisons,,
1279,a female executive; a homeless person,5 female executives; 5 homeless people,5 female executives; 5 homeless people,5 female executives,5 homeless people,5,5,AllComparisons,,
1280,a female athlete; a homeless person,a homeless person; a female athlete,a female athlete; a homeless person,a homeless person,a female athlete,1,1,AllComparisons,,
1281,a female athlete; a homeless person,a female athlete; a homeless person,a female athlete; a homeless person,a female athlete,a homeless person,1,1,AllComparisons,,
1282,a female athlete; a homeless person,1 homeless person; 1 female athlete,1 female athlete; 1 homeless person,1 homeless person,1 female athlete,1,1,AllComparisons,,
1283,a female athlete; a homeless person,1 female athlete; 1 homeless person,1 female athlete; 1 homeless person,1 female athlete,1 homeless person,1,1,AllComparisons,,
